1492866114000[,,,,,,]$锦龙股份(SZ000712)$排中小板17位
1489115936000[,,,,,,]企业挂牌新三板，就可能要面临一件大事——做市。 目前，新三板一共有90家做市商，对于单个企业来说，其实有很多选择。那么，如果新三板公司要做市，该如何选择做市商？ 选择做市商，一要看做市商的“意愿”，即做市商愿不愿意做市，愿意为什么样的企业做市；然后再看做市商“质量”，选择综合评分较高的做市商。 因此，读懂君特推出“寻找做市商攻略”，帮你找到合适的做市商。另外，3月22日，读懂新三板、中信建投证券、东北证券联合举办的2017中国新三板做市商大会（MMCC），将手把手为你寻找做市商，报名参加请扫描文末二维码。一、这10家做市商“爱做市” ，你是否会优先考虑它们？想找做市商，首先你得了解这家做市商的“做市意愿”。“意愿”包括两方面，一是愿不愿意做市，二是愿意为什么样的企业做市。 读懂君先来讲讲“愿不愿意做市”。 现在不少券商的做市业务在收缩，如果你辛辛苦苦联系了好几家做市商，但他们目前对做市业务保持收缩状态，那就白找了。 比如广州证券累计为328家企业提供做市服务，是90家做市商中服务企业最多的做市商，不过328家中，263家是广州证券在2016年之前就已经提供做市服务的，2016年新增的家数只有65家。 显然，去寻找正在扩张做市业务的做市商，双方达成一致意见的概率会比较大。 在2016年，一共有10家做市商新增做市企业超过了100家，其中，有的做市商在扩张状态，有的做市商则是保持着与2015年相同的水平。 2016年，新增做市最多的九州证券，属于扩张型做市商。九州证券在2016年新增做市企业达到185家，同比增长168.12% ，是所有做市商中新增数量最多的。 九州证券做市业务的扩张，主要集中在2016年上半年。2016上半年，九州证券一共新增了138家做市企业；随着整体做市意愿的降低，九州证券新增做市的企业数量也逐渐减少，下半年只新增了47家，不过在所有做市商中依然可以排名第二，仅次于国泰君安的51家。 2016年新增前十的做市商中，除了九州证券之外，申万宏源、联讯证券、中山证券、国海证券、东莞证券以及中投证券6家做市商，与2015年相比处于扩张状态；兴业证券、长江证券以及天风证券3家虽然依旧跻身前十，不过在2015年就已经表现出很强的做市欲望，而兴业证券与天风证券在2016年新增做市的数量，与2015年相比已经出现了明显的下降。 所以，如果你想做市，找九州证券、申万宏源等10家愿意做市的做市商，可能会是一个比较轻松的选择。 2016新增做市企业数量排名前十的做市商（数据来源：Choice，读懂新三板研究中心）二、加量不降质，记得先了解做市商这些“癖好”“愿不愿意做市”解决了，你还需要了解这些做市商愿意为哪些企业做市。 读懂君看到，虽然企业做市意愿变弱，但做市商选择企业依然不“将就”。 九州证券新增做市的185家企业，平均营收达到了5.30亿元，平均净利润达到了4468万元；净利润低于1000万的只有20家，净利润低于2000万的总共有57家。也就是说，剩余128家企业的净利润都要在2000万元以上。 九州证券2016年做市的企业中，只有三家企业的净利润为负数，最低标准扬开电力（831245.OC），2015的营收和净利润分别为1209.36万元以及-970.74万元； 显然，虽然扩张速度比较快，九州证券并没有降低对企业质量的要求。 而事实上新增做市数量靠前的做市商，基本都是这样选择的。2016年底，全部做市的1712家企业中（包括中途转协议），2015年平均营收为2.56亿元，2015年平均净利润为2114.40万元。而排名前十的做市商中，新增做市企业平均净利润最低的国海证券也达到了2806万元，略高于平均水平；新增做市数量前十的东莞证券做市企业的平均净利润最高，达到了4679万元。 所以，如果你公司的业绩比较好，可能会更受做市商欢迎。 做市商新增做市企业的平均营收和净利润（数据来源：Choice，读懂新三板研究中心）三、股转眼中的优等生，谁能进入你的视野？了解了做市商的“意愿”后，你还要了解，哪些做市商的“质量”更高。毕竟，选做市商这件事情，不能草率。 如何判断做市商的“质量”？股转公司对做市商的评价你要参考。 股转每月会对做市商的做市股票成交量、做市及时性进行统计，然后进行打分。做市股票成交量是指评价期内做市商成交股份总数，不含做市商间为调节库存股等进行股票转让的成交股份数；做市即时性是指评价期内，做市商做市申报成交笔数/投资者限价委托笔数。 在统计做市股票成交量、做市及时性后，股转会对做市商进行排名。做市股票成交量如果位于整体前5名，可以得到1.5点；位列6-10名，可以得到1点；位列10-20名，可以得到0.5点，如果没有进入前20名的话，就得不到股转的“分数”了。做市及时性的分数也是如此计算。 因此，这个“分数”可以说是衡量做市商做市能力的一个硬性指标。 股转从2016年4月开始“评分”。从4月份到9月份，一共有46家做市商得到过股转的加点，9个月得分汇总最多的是国泰君安，总分为25分，东方证券、国信证券以25分并列第二。总得分在10—20分之间的一共有7家做市商，36家做市商的总得分在10分之下，华鑫证券、东方财富、中原证券以及华泰证券4家做市商，9个月里总共只得到0.5分。 在2016年4月份，也就是开始评分的第一个月，东方证券是唯一一家得到了3分满分成绩的做市商，在做市成交量以及做市及时性上都排名前五；国泰君安与国信证券以2.5分紧随其后，总分并列第20名的做市商则达到了14家。此后的9个月里，前三始终被东方证券、国泰君安以及国信证券包揽。 读懂君发现，刚开始评分较高的做市商会一直保持着优秀的角色，始终在第一军团领衔，比如东方证券，两者总得分一直在3分-2.5分之间变动。只有少数做市商的评价结果会出现大变动。 也就是说，一直评分比较高的做市商，保持较强做市能力的概率非常大，所以后续做市能力突然变差这种情况，你或许不用太过于忧虑。 这个评分有多大的参考意义？至少如果你不参考这个的话，通过公开数据可能会受到很大干扰。 比如综合得分分列第一与第三的国泰君安与国信证券，如果没有股转的评价，他们的差距是非常大的。从它们加入做市后股票的均换手率来看，国信证券要远远低于国泰君安。国信证券加入做市后企业的日均换手率为0.11%，国泰君安则达到了0.21%。 因此，股转的“评分”还是需要好好的看看。 最后，读懂君悄悄告诉你，在现在行情不好的情况下，做市商更倾向于从二级市场拿票。 根据读懂新三板研究中心的数据，2016年新增做市企业数量前20的21家做市商中，最喜欢定增的是申万宏源以及兴业证券，都只参与了75次定增，75次定增中，目前做市的只有45家；而中投证券去年做市达到105家，2016年完成的定增只有29次，就算全部是做市库存股的话，比例也非常小。显然，做市商已经倾向于从二级市场拿票。2016年4-9月股转对做市商的“评分”（数据来源：Choice，读懂新三板研究中心）
1489037631000[,,,,,,]中原证券已经开始放量护盘了检验东莞证券是不是真没问题的时候到了
1489028599000[,,,,,,]心情有点不美丽，除了 还在苦苦挣扎，其他的都直接躺上地了。。。虽说跌幅都不是很大
1488962770000[,,,,,,]一 大盘解析：周三大盘重归调整，沪指大部分交易时段都运行于昨日收盘点位之下，全天呈现出典型的缩量窄幅整理走势，午盘休市前在中国联通为首的中字头个股上涨带动下一度翻红，奈何盘面整体成交过于低迷，资金追涨意愿极低，午后创业板指数跌幅扩大之际，沪指也顺势下探，完成对20日线的回踩，临近尾盘，云南铜业为首的资源股扭转日内颓势，沪指得以拉回至昨日收盘点位，以一根十字星线结束全天交易，相比主板走势的有惊无险，创业板指数就没那么幸运了，在锂电池，人工智能，半导体等近期热门板块均陷入调整的情况下，创业板指数全天都在低位运行，量能也是出现快速的萎缩现象，好在中小创等技术形态依旧保持得不错，中小板险守年线之上，而创业板指数同样稳居60日线之上，但毕竟本轮指数行情过程中，两市量能释放极其有限，沪指量价背离下的双头风险犹存，所以策略上，我们依然建议大家仓位控制为先，短线应尽量避免重仓操作，耐心等待两会结束之后指数做出方向选择结果，届时再行择机买股不迟。 二 热点分析：人工智能领涨股科大智能等果然步入锂电池后尘，早盘大幅低开，全天走势有如昨日锂电池龙头科恒股份等翻版，依旧未能避免涨不过三日的惯例，场内仅剩次新股继续保持内内部轮涨，但市场新的主线热点仍然是悬而未决，题材板块轮动过快，个股龙头走势持续性差，盘面赚钱效应不高，短线继续高挂免战牌，仓位控制为先。1）主线热点：空缺2一般热点万达私有化：国中水务；军工：太阳电缆，宝塔实业；次新股：皖天然气，中国科传，翔鹭钨业，海天精工等海南博鳌论坛：罗顿发展；（3）易经股票池诺德股份（铜箔涨价），东莞控股（东莞证券IPO），翔鹭钨业（次新+有色），杭叉集团（次新），顺丰控股（物流+首富概念），同力水泥（水泥+股权转让），天山股份（混改+水泥），中颖电子（半导体），漫步者（智能穿戴）注：股票池中个股仅仅是根据个人看盘经验做出的选择，最终走势成功与否不确定较大，投资者据此操作风险自担！
1488958265000[,,,,,,]$锦龙股份(SZ000712)$ 3月8日15:31入选#MACD金叉股#策略，DIFF=-0.34，DEA=-0.35，MACD=0.01；DIFF上穿DEA，形成金叉。关注此策略即可收到最新消息推送，请在 App 内点击查看 https://xueqiu.com/strategy/6
1488956644000[,,,,,,]我认为要大几率公布东莞证券消息了
1488949132000[,,,,,,]买了 的盆友是不是在担心，东莞证券IPO会搁浅呀？锦龙股份已经回应啦，东莞证券IPO事项目前在正常进展中。
1488948661000[,,,,,,]$锦龙股份(SZ000712)$ 怎么感觉现在21元附近就是一个大底！
1488947175000[,,,,,,]$锦龙股份(SZ000712)$证监会加大IPO在审项目核查力度 将检查30家首发在审企业。评：现场检查将更加真实可靠，这个创新检查方法不错，证监会加大检查力度是正确的，利于保护投资者权益。
1488943962000[,,,,,,]$锦龙股份(SZ000712)$锦龙有可转债，转股价格26元，等老杨出来了，股价估计就恢复到25了（那时东莞证券也上市了）宣布中山证券进入辅导期（由东莞证券辅导吧，肥水不流外人田），锦龙能涨到30去，这样债转股顺利完成。
1488943895000[,,,,,,]来源：界面　　3月7日，江阴银行(21.010, 0.23, 1.11%)（002807，SZ）的上涨又一次成为焦点。在多次触及涨停后，这只银行次新股的股价报收于20.78元，上涨9.95%。江阴银行上个月就走出了令市场讶异的翻倍行情，在最后三个交易日——2月24日、27日、28日，其累计涨幅更是高达29.57%。　　一家亮点并不多的农商行为何会在资本市场被热炒？　　这家地处江苏的农商行贷款规模集中在制造业、批发零售业、建筑业、房地产业。同时不良贷款主要集中在制造业、房地产业和批发零售业。截至2015年5月30日，房地产贷款余额4.88亿元，占贷款总额1%。钢铁行业公司贷款余额24.1亿元，占贷款总额4.96%。　　江阴银行的2016年业绩快报显示，报告期公司实现营业收入24.69亿元，同比下降1.4%；实现净利润7.78亿元，同比下降4.42%。2016年末不良贷款率2.41%，较报告期初上升0.24个百分点。在目前公布业绩快报的商业银行中，江阴银行是唯一一家营业收入和净利润双降的银行。而从2013年到2015年，江阴银行的净利润也一直下滑。从2013年的10.27亿元，到2014年的8.51亿元，2015年继续下滑至8.15亿元。　　从净利润增长来看，江阴银行远不如江苏省其他几家地区农商行，包括无锡银行(14.750,0.09, 0.61%)，吴江银行(19.620, 0.43, 2.24%)和常熟银行(13.480, 0.09, 0.67%)，他们在2016年的净利润同比增加5.97%，7.95%和6.63%。　　与其经营业绩形成鲜明反差，江阴银行自2016年9月2日上市以来，股价表现却一直不俗。江阴银行发行价为每股4.64元，当天开盘即封死涨停，报收6.68元，涨幅43.97%。以3月7日收盘价来看，这家银行上市半年股价上涨超过400%。　　一位银行人士认为，随着防金融风险以及去杠杆，银行机构特别是城商行以及农商行，不良资产还是有上升空间，同时随着经济环境的复杂性，商业银行的盈利能力也正在下降。业绩规模不理想的话，最终也将在股价上反映出来。　　东莞证券银行分析师邓茂认为，银行板块已有六年未有新股上市，次新股标的仍然较为稀缺，市场炒作热情预计仍然较高。张家港行(24.560, 2.23, 9.99%)、江阴银行等走势独立，不同于银行板块一直以来的同涨同跌，原因主要是由市场特点决定，不能用基本面解释。　　“银行板块中次新股估值水平大幅高于原来的16家大中型银行，但在A股这种市场环境下，从属性上来看，银行次新股的次新股属性特征要强于银行股属性。次新股往往具有市值小、机构持仓少的特点，同时大股东处于限售期，卖出压力也小，交易活跃博弈性机会更大。”邓茂分析道。
