1492819187000[,,,,,,]//:我刚打赏了这个帖子 ¥1，也推荐给你。
1492744781000[,,,,,,]回复: 投资就是这样，在人人都不看好的时候雪中送炭，在所有人都看好的时候默默离开，做好人，才能有好报//:回复:就是没有新区照样值这个价，15倍PE都在YY 估计以后30倍PE都又冲进来了蛋饼估计就是他们以后的榜样
1492744695000[,,,,,,]$华夏幸福(SH600340)$持有的朋友比较多，看着它一直跌我也不好受，但我一直强调，价投不能成为疯狂博傻交易者的炮灰了，他们都是不看价值，涨就追跌就卖的人，股价一旦开始不涨就..
1492744587000[,,,,,,]$华夏幸福(SH600340)$35.03的价格委托买入，也许再也买不到了
1492744557000[,,,,,,]$华夏幸福(SH600340)$剩下最后几手也清掉了，感谢26块时的幸福。调仓进了$新城控股(SH601155)$，因为它有你26块时的影子。
1492744478000[,,,,,,]就是没有新区照样值这个价，15倍PE都在YY 估计以后30倍PE都又冲进来了蛋饼估计就是他们以后的榜样//:回复:投机者的一个重要特点是，不关注基本面，纯看技术面，以前的K线看起来相似，那么接下来的走势就会相似，这也是他们注定与一些大牛股，比如贵州茅台与格力电器无缘的原因
1492744428000[,,,,,,]$华夏幸福(SH600340)$说白了，雄安房产股票都是好东西，他们怕老百姓哄抢，那样会让政府损失利息，也就是拆迁成本。比如拆迁之前严禁私盖一样道理
1492744420000[,,,,,,]$华夏幸福(SH600340)$ 飞刀接早了36.7，再跌点吧，再买 
1492744320000[,,,,,,]$华斯股份(SZ002494)$据说华斯的租金已经从6000左右涨到一万左右了，有没有球友去考察落实？$华夏幸福(SH600340)$
1492744249000[,,,,,,]$华夏幸福(SH600340)看了下图形，再跌10个点没问题
1492744182000[,,,,,,]$华夏幸福(SH600340)$如果无利可图，官员为啥要放嘴炮，如果是个坑，当官的会这么好心严防大家跳坑？
1492744137000[,,,,,,]$华夏幸福(SH600340)$ 成交量这么大，能见底我也是不信的。
1492744129000[,,,,,,]$华夏幸福(SH600340)$ 会到爆发原点的价格吗？
1492744107000[,,,,,,]雄安还有什么利空，就一块出来吧！反正也不差几个了。。。 
1492744087000[,,,,,,]回复: //:回复:雄胺再这么跌要爆仓了，要防止火烧连营，把大盘带奔溃。雄胺八虎“总计融资余额达到182亿元”，很多都是在高点护盘用掉的，比如华夏幸福为了避免证金411抛售失守，412交易200多亿。现在超杠杆减仓导致最小阻力向下，反弹就是抛压保命，能稳住震荡就已经不容易了。雄安这次不必48块中石油活埋的少。
1492744023000[,,,,,,]$华夏幸福(SH600340)$，把炒房炒股相提并论，那么雄安的房子值不值得买？雄安股票也一样
1492744011000[,,,,,,]$华夏幸福(SH600340)$ 一个千年大计，害死了多少人，破开涨停后，买进的，基本全部被套了，只有国家队赚大发了，跑路了。
1492743973000[,,,,,,]$华夏幸福(SH600340)$ 本以为36就能止跌的，开盘后买了些，套了4个点了，真不适合炒概念啊。
1492743964000[,,,,,,]速度买，华夏幸福，河钢股份。请叫我雷锋。
1492743961000[,,,,,,]$华夏幸福(SH600340)$ 行动吧，按照再套十个点的承受力！！
1492743828000[,,,,,,]$华夏幸福(SH600340)$跟风炒作者，最终的下场都是血本无归。
1492743803000[,,,,,,]$华夏幸福(SH600340)$ 既然这么多人接飞刀，那就来个飞刀雨吧，吓死他们，扎出血来染红大沪深。
1492743793000[,,,,,,] 修女也疯狂，华夏也惨烈
1492743685000[,,,,,,]勇气可嘉！雄安真变成熊氨了……//:回复:接华夏幸福飞刀，升至第一重仓。
1492743651000[,,,,,,]河北代省长：坚决严加防范雄安新区炒房，炒地，炒股等投机行为    省长管的真是够宽的，连炒股都管上了
1492743651000[,,,,,,]河北代省长：坚决严加防范雄安新区炒房，炒地，炒股等投机行为    省长管的真是够宽的，连炒股都管上了
1492743609000[,,,,,,]$华夏幸福(SH600340)$
1492743600000[,,,,,,]$招商蛇口(SZ001979)$ 错过了 华夏幸福 错过了茅台 不要错过招商蛇口   招商蛇口现在严重被低估！
1492743578000[,,,,,,]回复: 投机者的一个重要特点是，不关注基本面，纯看技术面，以前的K线看起来相似，那么接下来的走势就会相似，这也是他们注定与一些大牛股，比如贵州茅台与格力电器无缘的原因//:回复:15倍pe 的山顶 让看戏的去YY吧 这山幼儿园小朋友都轻松翻越  
1492743559000[,,,,,,]今天很多雄安新区的股票可以无脑上了，我等的够久，希望华夏幸福不让我失望。34.84
1492743548000[,,,,,,]$华夏幸福(SH600340)$这么多人买，估计还要套一波。。再跌20%才能买
1492743548000[,,,,,,]$华夏幸福(SH600340)$人弃我取。
1492743535000[,,,,,,]$华夏幸福(SH600340)$  现在是不是又到了价值投资者和砸盘跑路者，互道傻逼的时候了
1492743533000[,,,,,,]$华夏幸福(SH600340)$会不会要出政策所以提前喊话打预防针
1492743468000[,,,,,,]不听党妈的话啊高位放巨量的股票何时才能解套。
1492743442000[,,,,,,]$华夏幸福(SH600340)$成功把我洗出来了，你涨吧
1492743368000[,,,,,,]华夏幸福是好公司，跌回来吧，溢价严重，要进行价值回归的。跌的多了，就是机会啊。提示：不要抄底！ 
1492743292000[,,,,,,]接华夏幸福飞刀，升至第一重仓。//:回复:加仓华夏幸福、工行、兴业，仓位升至72%。
1492743280000[,,,,,,]雄胺再这么跌要爆仓了，要防止火烧连营，把大盘带奔溃。雄胺八虎“总计融资余额达到182亿元”，很多都是在高点护盘用掉的，比如华夏幸福为了避免证金411抛售失守，412交易200多亿。现在超杠杆减仓导致最小阻力向下，反弹就是抛压保命，能稳住震荡就已经不容易了。雄安这次不必48块中石油活埋的少。
1492743278000[,,,,,,]今天雄安新区再次大批跌停之后，恐慌就差不多了，经过本周末的发酵，下周应该是不错的抄底机会，慢慢来等待套牢盘割肉结束。重点看的是大家伙比如  河钢股份(SZ000709) 何时止跌，还有就是龙头 和冀东装备的补跌，上证指数(SH000001)被GJD拖住，看来这个月是看不到破3100了。熊市模式很多新手没经历过，就是蚊子肉也得小心才能吃到一口
1492743260000[,,,,,,]$华夏幸福(SH600340)$ 接回来了！继续干
1492743133000[,,,,,,]$华夏幸福(SH600340)$ 不知道会不会像万科一样，当年刘士余周末讲话万科直接跌去三四十个点到现在趴到地板上起不来，哎
1492743076000[,,,,,,]$华夏幸福(SH600340)$上方的套牢盘就这样被割掉多少，好事，有种再杀，准备再接
1492743049000[,,,,,,]$华夏幸福(SH600340)$ 市场显然被官方的严格管控说吓坏了。其实，这更多是一种政治态度。象房地产业，官方管控一年一小调，三年一大调，不时冒出史上最严调控，但均无法阻止其走势。又象严控人口说，不要户口，难道还不能去新区及周边创业工作了？
1492742996000[,,,,,,]$华夏幸福(SH600340)$我是滑头，47元，43元分别抛出，今日我又回来了，呵呵@大灰狼律师@滚一个雪球
1492742995000[,,,,,,]$华夏幸福(SH600340)$ 34.5接带血筹码，雄安明显受益股，跌的只剩20%的涨幅了，合理吗？情绪这种东西要么涨过头要么跌过头，此时就是参与博弈的时候。
1492742938000[,,,,,,]$华夏幸福(SH600340)$正在逐步走向深渊
1492742870000[,,,,,,]$华夏幸福(SH600340)$ 惨烈，只能说一切都有可能。华夏幸福已经变成了价值投资。
1492742851000[,,,,,,]$华夏幸福(SH600340)$ 太精彩了，搬个小板凳看大佬互相撕逼
1492742849000[,,,,,,]$华夏幸福(SH600340)$还剩2.5个板就回到原价了，我个人认为原价肯定回不去，极限最多还剩2个板也就是5%不到下跌的空间了，仅供参考。
1492742810000[,,,,,,]$华夏幸福(SH600340)$ 220多亿资金踩踏了，会不会又是一个中石油…
1492742779000[,,,,,,]$华夏幸福(SH600340)$还没到位
1492742747000[,,,,,,]$华夏幸福(SH600340)$这坑得埋多少人啊！
1492742741000[,,,,,,]$华夏幸福(SH600340)$   这杀跌杀的，游资互踩啊。如果有雄安股，我个人认为这个会是龙头，其它一切都是浮云。毕竟个股的最终驱动力是业绩，而雄安概念一出，雄安周边地产大卖，同比房价涨至少50%，应该能反映在华夏幸福4月的销售额里。  而什么水泥等基建类，要先等到整体规划出来，再招标，再开建，至少一两年后的事了，而且起始屁大点的核心面积，即使水泥等某一类全部被某一企业承包，也只是占总营收的一点点。而炒什么港口之 类的几乎都是瞎搞。
1492742729000[,,,,,,]$华夏幸福(SH600340)$ 融资盘崩了吗？
1492742714000[,,,,,,]$华夏幸福(SH600340)$  34.5补仓，准备开干
1492742711000[,,,,,,] 强平单导致恐慌 ，额 我得赶紧买点被其拖累的个股。
1492742707000[,,,,,,]35元内含报酬率13.9% 
1492742690000[,,,,,,]$华夏幸福(SH600340)$开板那天买入华夏幸福，今天开始补仓自救
1492742683000[,,,,,,]$华夏幸福(SH600340)$34.84融资干了(今天9.96平了武汉的融资仓)
1492742654000[,,,,,,]$华夏幸福(SH600340)$开干
1492742606000[,,,,,,]$华夏幸福(SH600340)$跌停吧雄安
1492742605000[,,,,,,]35元 买进
1492742598000[,,,,,,]$华夏幸福(SH600340)$ 35补仓，差不多了
1492742579000[,,,,,,]$华夏幸福(SH600340)$ 尘归尘，土归土。
1492742538000[,,,,,,]$华夏幸福(SH600340)$没有买卖就没有伤害
1492742516000[,,,,,,]$华夏幸福(SH600340)$ 回到30，我来接盘
1492742503000[,,,,,,]$华夏幸福(SH600340)$ 这才是真正的熊安概念。明显的火中取栗，但很多人还是自认为技术高超，接下来哀鸿遍野
1492742502000[,,,,,,] 融资盘何时走？真的要像  一样么
1492742496000[,,,,,,]$华夏幸福(SH600340)$尘归尘，土归土。
1492742490000[,,,,,,]$华夏幸福(SH600340)$ 什么垃圾
1492742428000[,,,,,,]$华夏幸福(SH600340)$ 卧槽，我没子弹了，我还想买
1492742428000[,,,,,,]$华夏幸福(SH600340)$ 话说到25是不是可以抄一点了？
1492742427000[,,,,,,]消息一发，华夏幸福，京汉股份，金隅股份应声下跌，雄安被死死地摁在地上了，机构和gjd高位全跑了，套死一批游资和韭菜，我服
1492742414000[,,,,,,]$华夏幸福(SH600340)$不急31块5可继续重仓
1492742387000[,,,,,,]雄安新区概念股刚又杀了一波对于雄安概念股，我有几个思考：1、热点动能在于换手在于量，无量的上攻必然导致筹码层的断裂例如：雄安一字板后，潜伏筹码获利颇丰，而资金在开板后一股脑冲进去尤其是华夏幸福，当日成交200多亿，在存量资金不足的市场，谁又去接力？ 
